airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
1,0,1,0,0,4,0,29.42,13,51817
1,0,1,0,0,4,0,29.42,14,51817
1,0,1,0,0,4,0,29.42,16,51817
1,0,1,0,0,4,0,29.42,18,51817
1,0,1,0,0,4,0,29.42,20,51817
1,0,1,0,0,4,0,29.42,21,51817
1,0,1,0,0,4,0,29.42,23,51817
1,0,1,0,0,4,0,29.42,25,51817
1,0,1,0,0,4,0,29.42,27,51817
1,0,1,0,0,4,0,29.42,28,51817
1,0,1,0,0,4,0,29.42,30,51817
1,0,1,0,0,4,0,29.42,32,51817
1,0,1,0,0,4,0,29.42,34,51817
1,0,1,0,0,4,0,29.42,35,51817
1,0,1,0,0,4,0,29.42,37,51817
1,0,1,0,0,4,0,29.42,39,51817
1,0,1,0,0,4,0,29.42,41,51817
1,0,1,0,0,4,0,29.42,42,51817
1,0,1,0,0,4,0,29.42,44,51817
1,2,2,0,5,5,1,29.33,1,16245
1,2,2,0,5,5,1,29.33,3,16245
1,2,2,0,5,5,1,29.33,5,16245
1,2,2,0,5,5,1,29.33,8,16245
1,2,2,0,5,5,1,29.33,10,16245
1,2,2,0,5,5,1,29.33,12,16245
1,2,2,0,5,5,1,29.33,15,8789
1,2,2,0,5,5,1,29.33,17,8789
1,2,2,0,5,5,1,29.33,19,8789
1,2,2,0,5,5,1,29.33,22,8789
1,2,2,0,5,5,1,29.33,24,8789
1,2,2,0,5,5,1,29.33,26,8789
1,2,2,0,5,5,1,29.33,29,8789
1,2,2,0,5,5,1,29.33,31,8789
1,2,2,0,5,5,1,29.33,33,8789
1,2,2,0,5,5,1,29.33,36,8789
1,2,2,0,5,5,1,29.33,38,8789
1,2,2,0,5,5,1,29.33,40,8789
1,2,2,0,5,5,1,29.33,43,8789
5,5,1,1,4,0,1,29.33,10,16137
1,5,4,1,0,0,1,29.33,46,5929
5,0,0,1,2,4,1,29.33,3,15804
1,0,0,1,2,4,1,29.33,8,15535
1,4,1,1,4,5,1,29.33,3,15719
1,3,2,0,5,5,1,29.33,16,5279
1,3,2,0,5,5,1,29.33,36,4363
1,3,2,0,5,5,1,29.33,43,4363
1,3,2,0,5,5,1,29.33,46,4363
1,3,2,0,5,5,1,29.33,47,4363
1,3,2,0,5,5,1,29.33,48,4363
1,3,2,0,5,5,1,29.33,49,4783
1,2,4,0,0,4,0,29.33,7,44478
1,3,2,0,5,5,0,29.33,2,51000
1,5,0,0,5,3,1,29.25,2,10777
5,4,4,0,0,2,1,29.25,1,22112
5,4,4,0,0,2,1,29.25,2,20862
5,4,4,0,0,2,1,29.25,5,16988
5,4,2,0,5,2,1,29.25,16,9350
1,4,0,0,2,2,1,29.25,17,6339
1,4,0,0,2,2,1,29.25,24,5810
1,4,0,0,2,2,1,29.25,31,5467
5,4,4,0,0,2,1,29.25,38,9616
1,4,0,1,5,5,1,29.25,2,12939
1,1,2,0,5,5,1,29.25,47,5778
5,1,4,1,0,0,1,29.25,18,10741
5,1,4,1,0,0,1,29.25,20,8444
1,4,0,0,2,2,0,29.25,3,62804
1,4,0,0,5,5,0,29.25,2,66526
1,2,2,0,5,5,1,29.17,45,8789
1,2,2,0,5,5,1,29.17,47,8789
1,2,4,0,0,0,1,29.17,1,9840
1,2,4,0,0,0,1,29.17,2,9840
1,2,4,0,0,0,1,29.17,3,9840
1,2,4,0,0,0,1,29.17,5,9840
1,2,4,0,0,0,1,29.17,8,9840
1,2,4,0,0,0,1,29.17,15,6403
1,2,4,0,0,0,1,29.17,16,6403
1,2,4,0,0,0,1,29.17,19,3621
1,2,4,0,0,0,1,29.17,22,3621
1,2,4,0,0,0,1,29.17,23,4041
1,2,4,0,0,0,1,29.17,24,4041
1,2,4,0,0,0,1,29.17,26,3621
1,2,4,0,0,0,1,29.17,29,3621
1,2,4,0,0,0,1,29.17,30,3621
1,2,4,0,0,0,1,29.17,31,3621
1,2,4,0,0,0,1,29.17,33,3621
1,2,4,0,0,0,1,29.17,36,3621
1,2,4,0,0,0,1,29.17,37,3621
1,2,4,0,0,0,1,29.17,38,3621
1,2,4,0,0,0,1,29.17,40,3621
1,2,4,0,0,0,1,29.17,43,3621
1,2,1,0,4,4,1,29.17,1,16393
1,2,1,0,4,4,1,29.17,2,26263
5,2,4,0,2,4,1,29.17,3,14880
5,2,0,1,2,4,1,29.17,3,19383
1,2,1,0,4,4,1,29.17,3,24163
1,2,1,0,4,4,1,29.17,4,24163
1,2,1,0,4,4,1,29.17,5,16393
1,2,1,0,4,4,1,29.17,6,16393
1,2,1,0,4,4,1,29.17,7,16918
1,2,1,0,4,4,1,29.17,8,18283
1,2,1,0,4,4,1,29.17,10,25423
1,2,1,0,4,4,1,29.17,12,18703
1,2,1,0,4,4,1,29.17,13,22693
1,2,1,0,4,4,1,29.17,14,26594
1,2,1,0,4,4,1,29.17,15,15254
1,2,1,0,4,4,1,29.17,16,32999
1,2,1,0,4,4,1,29.17,17,28484
1,2,1,0,4,4,1,29.17,23,16514
1,2,1,0,4,4,1,29.17,24,16934
1,2,1,0,4,4,1,29.17,30,18614
1,2,1,0,4,4,1,29.17,31,16934
1,2,1,0,4,4,1,29.17,37,13978
1,2,1,0,4,4,1,29.17,38,16918
1,2,1,0,4,4,1,29.17,44,16934
1,2,1,0,4,4,1,29.17,45,16078
1,2,1,0,4,1,1,29.17,1,16393
1,2,1,0,4,1,1,29.17,4,24163
1,2,1,0,4,1,1,29.17,6,18073
1,2,1,0,4,1,1,29.17,8,18703
1,2,1,0,4,1,1,29.17,13,23113
1,2,1,0,4,1,1,29.17,15,15763
1,2,1,0,4,1,1,29.17,44,15632
1,2,1,0,4,1,1,29.17,45,15632
1,5,2,1,3,0,1,29.17,1,13234
1,5,2,0,3,0,1,29.17,2,9201
1,5,2,0,3,0,1,29.17,9,9201
1,5,2,0,3,0,1,29.17,15,9201
1,5,2,0,3,0,1,29.17,16,6817
1,5,2,0,3,0,1,29.17,18,6502
1,0,0,0,5,2,1,29.17,5,13579
1,0,2,0,3,2,1,29.17,5,15831
1,0,0,0,2,2,1,29.17,9,11584
1,0,0,0,5,2,1,29.17,12,11374
1,0,0,0,5,2,1,29.17,19,7536
1,0,0,0,5,2,1,29.17,26,5174
1,0,0,0,5,2,1,29.17,33,5804
1,0,0,0,5,2,1,29.17,40,5174
5,0,2,0,5,5,1,29.17,1,18686
5,0,2,0,5,5,1,29.17,1,19400
1,0,1,1,4,3,1,29.17,18,6515
1,0,1,1,4,3,1,29.17,25,6515
1,0,1,1,4,3,1,29.17,32,6515
1,0,1,1,4,3,1,29.17,39,6515
1,0,1,0,4,1,1,29.17,47,5211
1,4,0,0,2,2,1,29.17,35,4919
1,4,0,0,2,2,1,29.17,42,5234
1,4,0,0,2,2,1,29.17,45,5234
1,4,0,0,2,2,1,29.17,46,5234
1,4,0,0,2,2,1,29.17,47,4919
1,4,0,0,2,2,1,29.17,48,5234
1,4,0,0,2,2,1,29.17,49,5549
1,4,0,1,2,1,1,29.17,13,12867
1,1,4,0,0,5,1,29.17,16,8792
1,1,4,0,0,5,1,29.17,17,8372
1,1,0,1,2,0,1,29.17,2,31398
1,1,0,1,2,0,1,29.17,3,13128
1,1,0,1,2,0,1,29.17,4,13128
1,1,0,1,2,0,1,29.17,7,12813
1,1,0,1,2,0,1,29.17,9,12813
1,1,0,1,2,0,1,29.17,10,12813
1,1,0,1,2,0,1,29.17,11,12813
1,1,0,1,2,0,1,29.17,14,12813
1,1,0,1,2,0,1,29.17,16,6450
1,1,0,1,2,0,1,29.17,17,6450
1,1,0,1,2,0,1,29.17,18,6450
1,1,0,1,2,0,1,29.17,21,6450
1,1,0,1,2,0,1,29.17,28,6450
1,1,0,1,2,0,1,29.17,35,6450
1,1,0,1,2,0,1,29.17,42,7322
1,2,1,0,0,4,0,29.17,2,57790
1,2,1,0,4,4,0,29.17,3,54482
1,2,1,0,4,4,0,29.17,4,48882
1,2,1,0,4,4,0,29.17,5,48882
1,2,1,0,4,4,0,29.17,6,48882
1,2,1,0,4,4,0,29.17,7,48882
1,2,1,0,4,4,0,29.17,8,48882
1,2,1,0,4,4,0,29.17,9,48882
1,2,1,0,4,4,0,29.17,10,48882
1,2,1,0,4,4,0,29.17,11,48882
1,2,1,0,4,4,0,29.17,12,48882
1,2,1,0,4,4,0,29.17,13,48882
1,2,1,0,4,4,0,29.17,14,48882
1,2,1,0,4,4,0,29.17,15,48882
1,2,1,0,4,4,0,29.17,16,48882
1,2,1,0,4,4,0,29.17,17,48882
1,2,1,0,4,1,0,29.17,4,48948
1,2,1,0,4,1,0,29.17,6,48948
1,2,1,0,4,1,0,29.17,8,48948
1,2,1,0,4,1,0,29.17,11,48948
1,2,1,0,4,1,0,29.17,13,48948
1,2,1,0,4,1,0,29.17,15,48948
1,2,1,0,4,1,0,29.17,44,48948
1,2,1,0,4,1,0,29.17,45,48948
1,0,0,0,2,2,0,29.17,4,52586
1,0,1,0,4,1,0,29.17,47,52275
1,4,0,0,2,2,0,29.17,7,48079
1,4,0,0,2,2,0,29.17,14,48079
1,4,0,0,2,2,0,29.17,21,48079
1,4,0,0,2,2,0,29.17,28,48079
1,4,0,0,2,2,0,29.17,42,48079
1,4,0,0,2,2,0,29.17,45,60175
1,4,0,0,2,2,0,29.17,46,48079
1,4,0,0,2,2,0,29.17,47,48079
1,4,0,0,2,2,0,29.17,48,48079
1,4,0,0,2,2,0,29.17,49,48079
1,1,0,1,2,0,0,29.17,2,59324
1,1,0,1,2,0,0,29.17,3,55288
1,1,0,1,2,0,0,29.17,4,51928
1,1,0,1,2,0,0,29.17,7,51928
1,1,0,1,2,0,0,29.17,9,51928
1,1,0,1,2,0,0,29.17,11,51928
1,1,0,1,2,0,0,29.17,14,51928
1,1,0,1,2,0,0,29.17,16,51928
1,1,0,1,2,0,0,29.17,18,51928
1,1,0,1,2,0,0,29.17,21,51928
1,1,0,1,2,0,0,29.17,28,51928
1,1,0,1,2,0,0,29.17,35,51928
1,1,0,1,2,0,0,29.17,42,51928
5,4,0,0,5,0,1,29.08,1,17094
1,3,4,0,2,5,1,29.08,7,12249
1,3,4,0,2,5,1,29.08,16,9075
5,3,2,0,5,1,1,29.08,2,17683
5,3,2,0,5,1,1,29.08,7,12033
5,3,2,0,5,1,1,29.08,8,11319
5,3,2,0,5,1,1,29.08,14,12033
5,3,2,0,5,1,1,29.08,16,5094
5,3,2,0,5,1,1,29.08,17,4674
5,3,2,0,5,1,1,29.08,18,4359
5,3,2,0,5,1,1,29.08,19,4359
5,3,2,0,5,1,1,29.08,22,4359
5,3,2,0,5,1,1,29.08,23,4359
5,3,2,0,5,1,1,29.08,24,4359
5,3,2,0,5,1,1,29.08,46,4359
5,3,2,0,5,1,1,29.08,47,4359
5,3,2,0,5,1,1,29.08,48,4359
5,3,2,0,5,1,1,29.08,49,4359
5,3,2,0,5,1,0,29.08,2,70154
5,3,2,0,5,1,0,29.08,9,51707
5,3,2,0,5,1,0,29.08,22,58282
5,3,2,0,5,1,0,29.08,24,66122
5,3,2,0,5,1,0,29.08,25,51707
5,3,2,0,5,1,0,29.08,26,58282
5,3,2,0,5,1,0,29.08,27,51707
5,3,2,0,5,1,0,29.08,30,58282
5,3,2,0,5,1,0,29.08,33,51707
5,3,2,0,5,1,0,29.08,45,51707
5,3,2,0,5,1,0,29.08,46,51707
5,3,2,0,5,1,0,29.08,47,58282
5,3,2,0,5,1,0,29.08,48,58282
5,3,2,0,5,1,0,29.08,49,51707
5,2,0,1,5,3,1,29,2,16349
1,2,1,1,4,1,1,29,11,11629
1,5,2,1,5,1,1,29,15,13146
1,5,2,1,5,1,1,29,16,8978
5,0,4,1,2,5,1,29,3,16286
1,0,0,0,2,5,1,29,4,14975
1,0,0,0,2,5,1,29,6,13295
1,0,0,0,2,5,1,29,9,17359
1,0,0,0,2,5,1,29,11,12214
1,0,0,0,2,5,1,29,13,12214
1,0,0,0,2,5,1,29,16,6721
1,0,0,0,2,5,1,29,18,7384
1,0,0,0,2,5,1,29,20,18682
1,0,0,0,2,5,1,29,23,24142
1,0,0,0,2,5,1,29,25,11899
1,0,0,0,2,5,1,29,27,12949
1,0,0,0,2,5,1,29,30,24142
1,0,0,0,2,5,1,29,32,24142
1,0,0,0,2,5,1,29,34,24142
1,0,0,0,2,5,1,29,37,12739
1,0,0,0,2,5,1,29,39,10009
1,0,0,0,2,5,1,29,41,9379
1,0,1,1,4,3,1,29,45,6515
1,0,1,1,4,3,1,29,46,6515
5,3,2,0,5,0,1,29,2,19573
5,3,2,0,5,0,1,29,3,17683
5,3,2,1,5,0,1,29,16,6776
1,3,4,0,2,4,1,29,29,8848
1,3,4,0,2,4,1,29,43,8428
1,1,4,0,0,2,1,29,45,13880
1,1,1,1,4,0,1,29,4,13866
5,2,0,1,5,3,0,29,2,96587
1,0,0,0,2,5,0,29,2,57183
1,0,0,0,2,5,0,29,4,44863
1,0,0,0,2,5,0,29,6,44863
1,0,0,0,2,5,0,29,9,44863
1,0,0,0,2,5,0,29,11,44863
1,0,0,0,2,5,0,29,13,44863
1,0,0,0,2,5,0,29,16,44863
1,0,0,0,2,5,0,29,18,44863
1,0,0,0,2,5,0,29,20,44863
1,0,0,0,2,5,0,29,23,44863
1,0,0,0,2,5,0,29,25,44863
1,0,0,0,2,5,0,29,27,44863
1,0,0,0,2,5,0,29,30,44863
1,0,0,0,2,5,0,29,32,44863
1,0,0,0,2,5,0,29,34,44863
1,0,0,0,2,5,0,29,37,44863
1,0,0,0,2,5,0,29,39,56058
1,0,0,0,2,5,0,29,41,44863
5,0,2,0,5,1,0,29,45,60396
5,3,2,0,5,0,0,29,2,89009
1,1,4,0,0,2,0,29,45,48876
1,2,2,0,5,1,1,28.92,47,5721
1,5,4,0,0,2,1,28.92,5,11928
1,5,4,0,0,2,1,28.92,9,13188
1,5,5,0,3,0,1,28.92,16,6645
1,5,5,0,3,0,1,28.92,18,6116
1,5,5,0,3,0,1,28.92,20,7572
1,5,5,0,3,0,1,28.92,23,7355
1,5,5,0,3,0,1,28.92,25,6645
1,5,5,0,3,0,1,28.92,27,6645
1,5,5,0,3,0,1,28.92,32,6116
1,5,5,0,3,0,1,28.92,34,7152
1,5,5,0,3,0,1,28.92,37,6849
1,5,5,0,3,0,1,28.92,39,6116
1,5,5,0,3,0,1,28.92,41,6116
1,5,2,0,5,1,1,28.92,47,5685
5,0,2,0,5,4,1,28.92,4,11205
5,0,2,0,5,4,1,28.92,6,11205
5,0,2,0,5,1,1,28.92,1,12454
5,0,2,0,5,1,1,28.92,2,12454
5,0,2,0,5,1,1,28.92,3,12454
5,0,2,0,5,1,1,28.92,16,7245
1,0,2,1,5,1,1,28.92,47,6518
5,4,0,0,5,1,1,28.92,1,17094
5,4,0,0,5,1,1,28.92,3,20349
5,4,0,0,5,1,1,28.92,6,13728
5,4,0,0,5,1,1,28.92,8,14620
5,4,0,0,5,1,1,28.92,13,13014
5,4,0,0,5,1,1,28.92,17,14620
5,4,0,0,5,1,1,28.92,19,6009
5,4,0,0,5,1,1,28.92,22,6009
5,4,0,0,5,1,1,28.92,24,7269
5,4,0,0,5,1,1,28.92,31,6219
5,4,0,0,5,1,1,28.92,38,6219
5,4,0,0,5,1,1,28.92,45,6009
1,3,4,0,0,2,1,28.92,2,19311
5,1,1,0,4,0,1,28.92,2,22683
1,1,2,1,5,0,1,28.92,2,29823
5,1,1,0,4,0,1,28.92,3,17958
1,1,4,1,0,4,1,28.92,5,14265
1,1,4,1,0,4,1,28.92,14,11556
1,1,1,0,4,4,1,28.92,45,4363
1,1,1,0,4,4,1,28.92,47,4363
1,2,2,0,5,1,0,28.92,47,54003
1,5,4,0,0,2,0,28.92,4,39610
1,5,4,0,0,2,0,28.92,7,39610
1,5,4,0,0,2,0,28.92,9,39610
1,5,4,0,0,2,0,28.92,11,39610
1,5,4,0,0,2,0,28.92,12,39610
1,5,4,0,0,2,0,28.92,14,39610
1,5,4,0,0,2,0,28.92,16,39610
1,5,4,0,0,2,0,28.92,37,39610
1,5,5,0,3,0,0,28.92,2,63822
1,5,5,0,3,0,0,28.92,4,55982
1,5,5,0,3,0,0,28.92,6,55982
1,5,5,0,3,0,0,28.92,9,55982
1,5,5,0,3,0,0,28.92,11,55982
1,5,5,0,3,0,0,28.92,13,55982
1,5,5,0,3,0,0,28.92,16,55982
1,5,5,0,3,0,0,28.92,18,55982
1,5,5,0,3,0,0,28.92,20,55982
1,5,5,0,3,0,0,28.92,23,55982
1,5,5,0,3,0,0,28.92,25,55982
1,5,5,0,3,0,0,28.92,27,55982
1,5,5,0,3,0,0,28.92,30,55982
1,5,5,0,3,0,0,28.92,32,55982
1,5,5,0,3,0,0,28.92,34,55982
1,5,5,0,3,0,0,28.92,37,55982
1,5,5,0,3,0,0,28.92,39,55982
1,5,5,0,3,0,0,28.92,41,55982
5,4,0,0,5,1,0,28.92,2,80175
5,4,0,0,5,1,0,28.92,45,55983
5,4,0,0,5,1,0,28.92,48,66063
5,4,0,0,5,1,0,28.92,49,55983
1,3,0,0,2,2,0,28.92,45,47586
1,3,4,0,2,0,0,28.92,2,59367
5,1,1,0,4,0,0,28.92,3,64292
1,1,1,0,4,4,0,28.92,45,55377
1,1,1,0,4,4,0,28.92,47,55377
5,2,2,1,5,3,1,28.83,1,14784
5,5,2,1,5,0,1,28.83,2,22731
5,5,2,1,5,0,1,28.83,3,20232
5,5,1,0,4,0,1,28.83,5,15822
5,5,1,0,4,0,1,28.83,8,16662
5,5,1,1,4,0,1,28.83,9,16137
5,5,1,1,4,0,1,28.83,11,14657
5,5,1,0,4,0,1,28.83,14,15822
1,5,2,1,3,0,1,28.83,16,8186
1,5,2,1,3,0,1,28.83,18,8186
1,5,2,1,3,0,1,28.83,18,8501
1,5,2,1,3,0,1,28.83,20,8186
1,5,2,1,3,0,1,28.83,21,8606
1,5,2,1,3,0,1,28.83,22,8501
1,5,2,1,3,0,1,28.83,23,8606
1,5,2,1,3,0,1,28.83,25,8186
1,5,2,1,3,0,1,28.83,27,8186
1,5,2,1,3,0,1,28.83,28,8186
1,5,2,1,3,0,1,28.83,37,8186
1,5,0,0,5,3,1,28.83,3,10777
1,5,1,0,4,3,1,28.83,4,7584
1,5,1,0,4,3,1,28.83,6,7584
1,5,1,0,4,3,1,28.83,8,7584
1,5,1,0,4,3,1,28.83,45,4173
1,5,1,0,4,3,1,28.83,46,4173
1,5,1,0,4,3,1,28.83,48,4173
5,5,4,1,2,1,1,28.83,3,16716
1,5,1,0,4,1,1,28.83,5,20371
1,5,1,0,4,1,1,28.83,7,21211
1,5,1,0,4,1,1,28.83,12,21631
1,5,1,0,4,1,1,28.83,14,23311
1,0,2,0,5,5,1,28.83,5,9277
1,0,2,0,5,5,1,28.83,12,9277
1,0,0,0,2,5,1,28.83,14,13295
1,0,2,0,5,5,1,28.83,26,6158
1,0,2,0,5,5,1,28.83,40,6158
5,0,4,0,2,1,1,28.83,1,15667
5,4,2,0,5,2,1,28.83,1,20808
1,4,4,0,2,5,1,28.83,4,11962
1,1,2,0,5,2,1,28.83,12,13089
1,1,2,0,5,2,1,28.83,26,6466
1,1,2,0,5,2,1,28.83,33,6466
1,1,2,0,5,2,1,28.83,40,6466
1,0,0,0,2,5,0,28.83,7,44863
1,0,0,0,2,5,0,28.83,14,44863
1,0,0,0,2,5,0,28.83,21,44863
1,0,0,0,2,5,0,28.83,28,44863
1,0,0,0,2,5,0,28.83,35,44863
1,0,0,0,2,5,0,28.83,42,44863
1,2,1,0,4,4,1,28.75,30,4700
1,5,1,1,4,3,1,28.75,22,5857
1,5,1,1,4,3,1,28.75,24,6277
1,5,1,1,4,3,1,28.75,29,5857
1,5,1,1,4,3,1,28.75,31,5857
1,5,1,1,4,3,1,28.75,36,5857
1,5,1,1,4,3,1,28.75,38,5857
1,5,1,1,4,3,1,28.75,43,5857
1,0,1,0,4,5,1,28.75,16,6677
1,0,2,0,5,1,1,28.75,47,5452
5,4,0,0,5,5,1,28.75,1,15624
1,4,1,0,0,0,1,28.75,13,12740
1,4,1,1,4,3,1,28.75,8,11323
1,3,1,0,4,5,1,28.75,5,13276
1,3,1,0,4,5,1,28.75,34,4783
1,3,4,0,2,4,1,28.75,27,8848
1,3,4,0,2,4,1,28.75,40,8428
1,3,4,0,2,4,1,28.75,41,8428
1,3,4,0,0,4,1,28.75,48,4789
1,3,4,0,0,4,1,28.75,49,4789
1,0,2,0,5,1,0,28.75,47,52611
1,3,1,0,4,5,0,28.75,3,47540
1,2,2,0,5,4,1,28.67,3,12990
1,2,2,0,5,4,1,28.67,5,13410
1,2,2,0,5,4,1,28.67,15,6120
1,2,2,0,5,4,1,28.67,17,6011
1,2,2,0,5,4,1,28.67,31,5276
1,2,2,0,5,4,1,28.67,43,4933
1,5,4,0,0,4,1,28.67,9,13844
1,5,4,0,0,4,1,28.67,16,9298
1,5,4,0,0,4,1,28.67,21,8878
1,5,1,0,0,1,1,28.67,2,13937
1,5,1,0,0,1,1,28.67,3,9201
1,5,1,0,0,1,1,28.67,5,9201
1,5,1,0,0,1,1,28.67,7,9201
1,5,1,0,0,1,1,28.67,8,11627
1,5,1,0,0,1,1,28.67,9,11627
1,5,1,0,0,1,1,28.67,14,9201
1,5,1,0,0,1,1,28.67,45,4417
1,5,1,0,0,1,1,28.67,46,4417
1,5,1,0,0,1,1,28.67,47,4417
1,5,1,0,0,1,1,28.67,48,4417
1,5,1,0,0,1,1,28.67,49,4417
1,0,0,0,2,5,1,28.67,1,9277
5,0,0,1,2,3,1,28.67,10,20091
5,0,0,1,2,3,1,28.67,17,13144
5,0,0,1,2,3,1,28.67,35,8934
5,0,0,1,2,3,1,28.67,38,9249
1,4,4,0,2,2,1,28.67,6,9534
1,4,4,0,2,2,1,28.67,7,11214
1,4,4,0,2,2,1,28.67,8,11739
1,4,4,0,2,2,1,28.67,10,8904
1,4,4,0,2,2,1,28.67,11,12369
1,4,4,0,2,2,1,28.67,12,10164
1,4,4,0,2,2,1,28.67,14,10164
1,4,4,0,2,2,1,28.67,17,7014
1,4,4,0,2,2,1,28.67,21,4767
1,4,4,0,2,2,1,28.67,29,4767
5,4,1,0,4,0,1,28.67,2,19929
5,4,1,0,4,0,1,28.67,3,16359
5,4,1,0,4,0,1,28.67,4,13728
5,4,1,0,4,0,1,28.67,9,13728
5,4,1,0,4,0,1,28.67,11,12389
1,4,4,1,2,0,1,28.67,13,11679
5,4,1,1,4,0,1,28.67,17,8321
5,4,1,1,4,0,1,28.67,24,8111
1,4,1,0,0,3,1,28.67,8,8064
1,4,1,0,0,3,1,28.67,15,6069
1,4,1,0,0,3,1,28.67,22,5859
1,4,1,0,0,3,1,28.67,29,5859
1,4,1,0,0,3,1,28.67,36,5859
1,4,1,0,0,3,1,28.67,43,4799
1,1,4,0,0,2,1,28.67,3,11448
1,1,4,0,0,2,1,28.67,6,10923
1,1,4,0,0,2,1,28.67,13,10608
1,2,2,0,5,4,0,28.67,2,57790
1,2,2,0,5,4,0,28.67,3,56670
1,2,2,0,5,4,0,28.67,4,53209
5,5,2,0,5,4,0,28.67,2,79148
5,4,1,0,4,0,0,28.67,3,71058
1,1,4,0,0,2,0,28.67,3,53185
1,1,4,0,0,2,0,28.67,6,47585
1,2,0,0,2,0,1,28.58,49,5842
1,2,2,0,5,3,1,28.58,45,4209
1,2,2,0,5,3,1,28.58,47,4209
1,5,2,1,5,0,1,28.58,44,8186
1,5,2,1,5,4,1,28.58,49,6702
1,5,2,0,5,3,1,28.58,45,4593
1,5,2,0,5,3,1,28.58,46,4173
1,5,2,0,5,3,1,28.58,47,4173
1,5,2,0,5,3,1,28.58,48,5089
1,5,2,0,5,3,1,28.58,49,4593
1,5,2,0,5,1,1,28.58,1,9201
1,5,2,0,5,1,1,28.58,2,9201
1,5,2,0,5,1,1,28.58,3,9201
1,5,2,0,5,1,1,28.58,4,9201
1,5,2,0,5,1,1,28.58,5,9201
1,5,2,0,5,1,1,28.58,7,9201
1,5,2,0,5,1,1,28.58,8,9201
1,5,2,0,5,1,1,28.58,10,9201
1,5,2,0,5,1,1,28.58,14,9201
1,5,2,0,5,1,1,28.58,15,9576
1,5,2,0,5,1,1,28.58,16,6412
1,5,2,0,5,1,1,28.58,21,5152
1,5,2,0,5,1,1,28.58,22,4417
1,5,2,0,5,1,1,28.58,23,4417
1,5,2,0,5,1,1,28.58,28,4417
1,5,2,0,5,1,1,28.58,37,5152
1,5,2,0,5,1,1,28.58,44,4417
1,5,2,0,5,1,1,28.58,45,4417
1,5,2,0,5,1,1,28.58,45,5685
1,5,2,0,5,1,1,28.58,46,4417
1,5,2,0,5,1,1,28.58,46,5685
1,5,2,0,5,1,1,28.58,47,4417
1,5,2,0,5,1,1,28.58,48,4417
1,5,2,0,5,1,1,28.58,48,5685
1,5,2,0,5,1,1,28.58,49,4417
1,5,2,0,5,1,1,28.58,49,5685
1,5,2,0,5,1,1,28.58,49,6105
5,0,1,0,0,3,1,28.58,1,14150
5,0,1,0,0,3,1,28.58,3,14150
5,0,1,0,0,3,1,28.58,4,11205
1,4,0,0,5,0,1,28.58,3,17094
5,4,2,0,5,0,1,28.58,4,11675
5,4,2,0,5,0,1,28.58,10,11853
5,4,0,0,2,3,1,28.58,1,17724
5,4,0,0,2,3,1,28.58,15,9299
5,4,0,0,2,3,1,28.58,17,10139
5,4,0,0,2,3,1,28.58,18,7335
5,4,0,0,2,3,1,28.58,19,6075
5,4,0,0,2,3,1,28.58,20,6075
5,4,0,0,2,3,1,28.58,21,6390
5,4,0,0,2,3,1,28.58,22,5760
5,4,0,0,2,3,1,28.58,23,7335
5,4,0,0,2,3,1,28.58,24,7020
5,4,0,0,2,3,1,28.58,25,5760
5,4,0,0,2,3,1,28.58,26,6075
5,4,0,0,2,3,1,28.58,27,5760
5,4,0,0,2,3,1,28.58,28,6075
5,4,0,0,2,3,1,28.58,29,5760
5,4,0,0,2,3,1,28.58,30,6600
5,4,0,0,2,3,1,28.58,31,5970
5,4,0,0,2,3,1,28.58,32,6075
5,4,0,0,2,3,1,28.58,34,5760
5,4,0,0,2,3,1,28.58,35,5760
5,4,0,0,2,3,1,28.58,36,5760
5,4,0,0,2,3,1,28.58,37,6390
5,4,0,0,2,3,1,28.58,38,5970
5,4,0,0,2,3,1,28.58,39,5760
5,4,0,0,2,3,1,28.58,40,5760
5,4,0,0,2,3,1,28.58,41,5760
5,4,0,0,2,3,1,28.58,42,5760
5,4,0,0,2,3,1,28.58,43,5760
5,3,2,1,5,1,1,28.58,8,13240
5,3,2,1,5,1,1,28.58,9,13419
5,3,2,1,5,1,1,28.58,10,13240
1,1,2,0,5,2,1,28.58,12,13107
1,1,2,0,5,2,1,28.58,26,7311
1,1,2,0,5,5,1,28.58,1,25833
1,1,2,0,5,5,1,28.58,8,9141
5,1,1,0,4,5,1,28.58,10,15762
1,1,2,0,5,5,1,28.58,13,9719
5,1,1,0,4,5,1,28.58,13,14492
1,1,2,0,5,5,1,28.58,15,10643
5,1,1,1,4,5,1,28.58,15,12379
5,1,1,0,4,5,1,28.58,17,9471
5,1,1,0,4,5,1,28.58,17,9523
5,1,1,0,4,5,1,28.58,19,8045
5,1,1,0,4,5,1,28.58,21,7753
1,1,2,0,5,5,1,28.58,22,4672
5,1,1,0,4,5,1,28.58,22,7753
1,1,2,0,5,5,1,28.58,24,6037
5,1,1,0,4,5,1,28.58,24,8045
5,1,1,0,4,5,1,28.58,25,8045
1,1,2,0,5,5,1,28.58,26,4357
5,1,1,0,4,5,1,28.58,26,7753
1,1,2,0,5,5,1,28.58,27,4672
5,1,1,0,4,5,1,28.58,27,7753
1,1,2,0,5,5,1,28.58,33,4357
1,1,2,0,5,5,1,28.58,37,5617
5,1,1,0,4,5,1,28.58,38,7053
