airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
5,0,0,1,5,1,0,34.33,35,75514
5,0,0,1,5,1,0,34.33,37,66778
5,0,0,1,5,1,0,34.33,37,71258
5,0,0,1,5,1,0,34.33,38,63362
5,0,0,1,5,1,0,34.33,40,59106
5,0,0,1,5,1,0,34.33,42,59106
5,0,0,1,5,1,0,34.33,44,59106
5,0,0,1,5,1,0,34.33,47,59106
1,4,4,0,5,5,0,34.33,2,66526
1,5,4,0,5,3,1,34.25,2,10777
1,5,4,0,5,3,1,34.25,2,11701
1,1,1,0,2,5,1,34.25,4,13616
1,1,1,0,2,5,1,34.25,6,16042
1,1,1,0,2,5,1,34.25,7,13616
1,1,1,0,2,5,1,34.25,11,14246
1,1,1,0,2,5,1,34.25,14,14194
1,1,1,0,2,5,1,34.25,18,8048
1,1,0,1,5,3,1,34.25,19,11686
1,1,0,1,5,3,1,34.25,26,9271
1,1,0,1,5,3,1,34.25,30,9691
1,1,0,1,5,3,1,34.25,33,9691
1,1,0,1,5,3,1,34.25,37,9691
1,1,0,1,5,3,1,34.25,40,9271
1,0,4,1,2,4,1,34.17,3,14034
1,0,4,1,2,4,1,34.17,8,14034
1,0,4,1,2,4,1,34.17,11,14034
1,0,4,1,2,4,1,34.17,14,13719
5,0,0,1,5,3,1,34.17,3,15804
5,0,0,1,5,3,1,34.17,21,10427
5,0,0,1,5,3,1,34.17,23,10427
5,0,0,1,5,3,1,34.17,26,8140
5,0,0,1,5,3,1,34.17,28,8440
5,0,0,1,5,3,1,34.17,33,8583
5,0,0,1,5,3,1,34.17,40,8140
1,4,4,1,2,5,1,34.17,3,15719
1,1,4,1,5,4,1,34.17,4,15695
1,1,4,1,5,4,1,34.17,6,15065
1,1,4,1,5,4,1,34.17,8,13564
1,1,4,1,5,4,1,34.17,14,13564
1,5,4,0,5,4,1,34.08,6,12007
1,5,4,0,5,4,1,34.08,7,12637
1,5,4,0,5,4,1,34.08,8,12007
1,5,4,0,5,4,1,34.08,9,12007
1,5,4,0,5,4,1,34.08,10,12007
1,5,4,0,5,4,1,34.08,11,12007
1,5,4,0,5,4,1,34.08,13,12007
1,5,4,0,5,4,1,34.08,14,12007
1,5,4,1,5,4,1,34.08,15,12007
5,4,4,0,5,2,1,34.08,1,19201
5,4,4,0,5,2,1,34.08,2,17996
1,4,0,0,5,3,1,34.08,4,11175
1,4,0,0,5,3,1,34.08,11,11175
